neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,host_is_superhost,host_identity_verified,host_response_time,host_since,id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
Desconocido,L'ILLA PERDUDA,ALGIROS,Entire rental unit,Entire home/apt,2 baths,"[""Cleaning products"", ""Ceiling fan"", ""Kitchen"", ""Single level home"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""Dishwasher"", ""Double oven"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Elevator"", ""Iron"", ""Radiant heating"", ""Smoke alarm"", ""Clothing storage: closet and dresser"", ""Free street parking"", ""Shower gel"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Microwave"", ""First aid kit"", ""Drying rack for clothing""]",t,20/06/2025,31/03/2024,04/05/2025,Sin licencia,t,t,t,within an hour,27/03/2018,1.11581e+18,180956295,39.47018178,-0.340235196,3.3,1.0,1.4,5.0,101.4,3.2,280.0,3.0,4.7,280,280,4.0,280.0,8,14,26,111,17.0,10.0,0.0,1.14,4.88,4.88,4.88,4.94,4.94,4.59,4.76,2.0,2.0,0.0,0.0
Desconocido,CABANYAL-CANYAMELAR,POBLATS MARITIMS,Entire home,Entire home/apt,1 bath,"[""Kitchen"", ""Single level home"", ""Outdoor shower"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Outdoor furniture"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Private entrance"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Pets allowed"", ""Dining table"", ""Private patio or balcony"", ""Air conditioning"", ""Beach access \u2013 Beachfront"", ""Free street parking"", ""Hammock"", ""Wifi"", ""Long term stays allowed"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,02/04/2024,01/05/2025,Sin licencia,f,f,t,within a few hours,13/06/2021,1.11592e+18,406900253,39.46933,-0.32618,5.0,1.0,2.0,0.0,160.0,11.0,90.0,1.9,11.0,90,90,11.0,90.0,14,24,38,202,30.0,19.0,0.0,2.02,4.6,4.77,4.8,4.9,4.93,4.97,4.67,4.0,4.0,0.0,0.0
"València, Comunidad Valenciana, Spain",CABANYAL-CANYAMELAR,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Heating"", ""Fire extinguisher"", ""Private entrance"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Coffee maker"", ""Air conditioning"", ""Wifi"", ""City skyline view"", ""Microwave"", ""First aid kit"", ""Host greets you"", ""Portable fans""]",t,20/06/2025,22/04/2024,12/05/2025,Sin licencia,t,f,t,within an hour,11/03/2024,1.11609e+18,566497734,39.46403148,-0.333417356,4.0,1.0,1.0,2.0,140.0,3.0,365.0,3.0,3.0,10,1125,3.0,529.3,24,40,70,345,32.0,23.0,0.0,2.26,4.69,4.78,4.16,4.94,4.91,4.66,4.63,5.0,5.0,0.0,0.0
Desconocido,BENIMACLET,BENIMACLET,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Ceiling fan"", ""Kitchen"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Dishes and silverware"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Heating - split type ductless system"", ""Washer"", ""Bed linens"", ""Ethernet connection"", ""Hangers"", ""Hair dryer"", ""Single oven"", ""Toaster"", ""Silvi  body soap"", ""Private entrance"", ""Lockbox"", ""Silvi  shampoo"", ""Laundromat nearby"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Clothing storage: closet"", ""Conditioner"", ""Dining table"", ""Extra pillows and blankets"", ""AC - split type ductless system"", ""Private patio or balcony"", ""Iron"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Mosquito net"", ""Microwave"", ""Other electric stove"", ""Edesa refrigerator"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,22/11/2024,13/06/2025,ESFCTU000046056000037791000000000000000000VT-41557-V2,t,t,t,within an hour,01/06/2023,1.11637e+18,517699752,39.48580154,-0.357499905,3.0,1.0,1.0,1.0,94.0,1.0,365.0,1.0,1.0,1125,1125,1.0,1125.0,5,15,15,15,18.0,18.0,2.0,2.56,4.72,4.67,4.67,4.83,4.89,4.5,4.67,2.0,2.0,0.0,0.0
Desconocido,CABANYAL-CANYAMELAR,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""Bidet"", ""Wine glasses"", ""Dishes and silverware"", ""Outdoor furniture"", ""Oven"", ""Dedicated workspace"", ""Shared beach access"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Room-darkening shades"", ""Cooking basics"", ""Baking sheet"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Private patio or balcony"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""TV"", ""Wifi"", ""Mosquito net"", ""Clothing storage"", ""Microwave"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,10/07/2024,16/06/2025,VT-54713-V,f,t,t,within an hour,10/10/2017,1.11663e+18,154085259,39.4645,-0.32874,5.0,1.0,3.0,3.0,174.0,4.0,28.0,1.0,5.0,28,28,3.9,28.0,0,2,3,162,41.0,41.0,1.0,3.55,4.88,4.85,4.88,4.93,4.95,4.8,4.83,1.0,1.0,0.0,0.0
Desconocido,PENYA-ROJA,CAMINS AL GRAU,Entire rental unit,Entire home/apt,1 bath,"[""Bathtub"", ""Cleaning products"", ""Ceiling fan"", ""Kitchen"", ""Wine glasses"", ""Single level home"", ""Dishes and silverware"", ""Outdoor furniture"", ""Oven"", ""Dedicated workspace"", ""Exercise equipment"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Shared gym in building"", ""Safe"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Clothing storage: closet"", ""Books and reading material"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Elevator"", ""Central heating"", ""Private patio or balcony"", ""Air conditioning"", ""Pool"", ""Free street parking"", ""TV"", ""Wifi"", ""Shared sauna"", ""Microwave"", ""Host greets you"", ""Other induction stove"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,05/05/2024,01/07/2024,Sin licencia,f,t,t,within a few hours,25/07/2016,1.11667e+18,85805582,39.46190394,-0.356569088,2.0,1.0,1.0,2.0,104.0,4.0,15.0,4.0,4.0,15,15,4.0,15.0,0,0,0,0,3.0,1.0,0.0,0.22,5.0,5.0,5.0,5.0,5.0,5.0,4.67,2.0,1.0,1.0,0.0
Desconocido,EL GRAU,POBLATS MARITIMS,Entire rental unit,Entire home/apt,2 baths,"[""Kitchen"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Heating - split type ductless system"", ""Washer"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Cooking basics"", ""Freezer"", ""Coffee maker: espresso machine"", ""Clothing storage: closet"", ""Essentials"", ""Dining table"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Microwave"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,29/03/2024,29/05/2025,Sin licencia,f,t,t,within a few hours,20/11/2016,1.11668e+18,104520761,39.46230556,-0.332116067,6.0,1.0,3.0,3.0,101.4,2.0,365.0,1.0,4.0,365,365,2.0,365.0,7,14,43,68,39.0,27.0,1.0,2.61,4.82,4.85,4.87,4.79,4.82,4.85,4.85,8.0,6.0,2.0,0.0
Desconocido,AIORA,CAMINS AL GRAU,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Portable heater"", ""Kitchen"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Single level home"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Ethernet connection"", ""Hangers"", ""Hair dryer"", ""Fire extinguisher"", ""Dishwasher"", ""Stove"", ""Rice maker"", ""Outlet covers"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Stainless steel double oven"", ""Toaster"", ""Private entrance"", ""Laundromat nearby"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Paid parking garage on premises \u2013 2 spaces"", ""Pets allowed"", ""Clothing storage: closet"", ""Smart lock"", ""Dining table"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Free street parking"", ""TV"", ""Wifi"", ""Trash compactor"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Microwave"", ""Paid crib - available upon request""]",t,20/06/2025,24/04/2024,30/05/2025,VT-56303-V         ESFCTU000046086001100675000000000000000000VT-56303-V3,t,t,t,within an hour,06/04/2016,1.1167e+18,66092872,39.46497071,-0.341658831,4.0,1.0,1.0,2.0,101.4,1.0,242.2,1.0,2.0,1,1125,1.9,1042.2,6,14,40,130,21.0,18.0,1.0,1.49,4.76,4.86,4.76,4.81,4.9,4.33,4.57,11.0,11.0,0.0,0.0
Desconocido,NATZARET,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Wine glasses"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Lockbox"", ""Crib"", ""Self check-in"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Pets allowed"", ""Essentials"", ""Dining table"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Clothing storage"", ""First aid kit""]",t,20/06/2025,30/03/2024,12/06/2025,VT-56862-V,t,f,t,within an hour,01/10/2021,1.11676e+18,425428991,39.44882705,-0.33271398,2.0,1.0,1.0,2.0,80.0,1.0,10.0,1.0,1.0,1125,1125,1.0,1125.0,20,45,66,232,54.0,42.0,5.0,3.62,4.74,4.85,4.78,4.85,4.89,4.19,4.41,20.0,2.9,0.0,0.0
Desconocido,NATZARET,POBLATS MARITIMS,Entire loft,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""Bed linens"", ""Babysitter recommendations"", ""Hangers"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Mini fridge"", ""Stove"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Private entrance"", ""Lockbox"", ""Crib"", ""Self check-in"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Pets allowed"", ""Cleaning available during stay"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Extra pillows and blankets"", ""High chair"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""TV"", ""Wifi"", ""Clothing storage"", ""Microwave"", ""First aid kit"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,31/03/2024,12/06/2025,VT55452V,t,f,t,within an hour,01/10/2021,1.11678e+18,425428991,39.45274,-0.33414,4.0,1.0,1.0,2.0,78.0,1.0,10.0,1.0,1.0,1125,1125,1.0,1125.0,12,24,46,213,46.0,33.0,2.0,3.09,4.78,4.72,4.8,4.85,4.89,4.15,4.39,20.0,2.9,0.0,0.0
Desconocido,AIORA,CAMINS AL GRAU,Entire serviced apartment,Entire home/apt,1 bath,"[""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Heating - split type ductless system"", ""Washer"", ""Bed linens"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stainless steel single oven"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Private entrance"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Cooking basics"", ""Paid street parking off premises"", ""Freezer"", ""Smart lock"", ""Clothing storage: closet"", ""Essentials"", ""Other stainless steel induction stove"", ""Dining table"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Free street parking"", ""TV"", ""Wifi"", ""Microwave"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,23/06/2024,03/12/2024,VT-54703-V,t,t,t,within an hour,04/03/2024,1.11719e+18,565284902,39.4670077,-0.3467171,4.0,1.0,2.0,3.0,180.0,1.0,365.0,1.0,4.0,365,365,1.9,365.0,5,14,31,136,3.0,3.0,0.0,0.25,5.0,5.0,5.0,5.0,5.0,4.67,4.33,3.0,2.0,1.0,0.0
Desconocido,AIORA,CAMINS AL GRAU,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Refrigerator"", ""Heating - split type ductless system"", ""Washer"", ""Dryer"", ""Bed linens"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stainless steel single oven"", ""Shampoo"", ""Private entrance"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Paid street parking off premises"", ""Smart lock"", ""Clothing storage: closet"", ""Essentials"", ""Other stainless steel induction stove"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Free street parking"", ""TV"", ""Wifi"", ""Microwave"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,04/07/2024,11/06/2025,VT-54705-V,t,t,t,within an hour,04/03/2024,1.11719e+18,565284902,39.4670077,-0.3467171,4.0,1.0,2.0,3.0,150.0,1.0,365.0,1.0,4.0,365,365,1.9,365.0,17,40,70,175,24.0,24.0,1.0,2.05,4.88,4.75,4.92,4.88,4.88,4.33,4.5,3.0,2.0,1.0,0.0
Desconocido,AIORA,CAMINS AL GRAU,Private room in rental unit,Private room,1 private bath,"[""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Heating - split type ductless system"", ""Washer"", ""Bed linens"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stainless steel single oven"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Private entrance"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Cooking basics"", ""Paid street parking off premises"", ""Freezer"", ""Private living room"", ""Smart lock"", ""Essentials"", ""Other stainless steel induction stove"", ""Dining table"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Free street parking"", ""TV"", ""Wifi"", ""Lock on bedroom door"", ""Microwave"", ""First aid kit"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,Sin reseña,Sin reseña,VT-54704-V,t,t,t,within an hour,04/03/2024,1.11719e+18,565284902,39.46719817,-0.34667419,4.0,1.0,1.0,2.0,142.0,1.0,365.0,1.0,4.0,365,365,1.9,365.0,21,51,81,186,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,3.0,2.0,1.0,0.0
Desconocido,LA XEREA,CIUTAT VELLA,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""High chair - available upon request"", ""Kitchen"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Heating - split type ductless system"", ""Washer"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Cooking basics"", ""Dining table"", ""Coffee maker"", ""AC - split type ductless system"", ""Elevator"", ""TV"", ""Wifi"", ""Crib - available upon request"", ""Drying rack for clothing""]",t,20/06/2025,Sin reseña,Sin reseña,Sin licencia,f,f,t,within an hour,08/02/2014,1.11721e+18,12055632,39.47603809,-0.372180976,2.0,1.0,1.0,2.0,104.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,0,0,0,31,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,3.0,3.0,0.0,0.0
Desconocido,PATRAIX,PATRAIX,Entire rental unit,Entire home/apt,2 baths,"[""Bathtub"", ""Cleaning products"", ""High chair - available upon request"", ""Kitchen"", ""Single level home"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Coffee"", ""Private entrance"", ""Lockbox"", ""Crib"", ""Self check-in"", ""Cooking basics"", ""Freezer"", ""Essentials"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""TV"", ""Wifi"", ""Rituals body soap"", ""Microwave"", ""Rituals shampoo""]",t,20/06/2025,29/04/2024,16/03/2025,VT-54636-V,t,t,t,within an hour,06/03/2024,1.11727e+18,565658273,39.46083392,-0.389116002,5.0,1.0,2.0,3.0,193.0,1.0,242.2,1.0,5.0,10,1125,2.1,336.9,14,30,44,258,4.0,2.0,0.0,0.29,5.0,5.0,4.5,5.0,5.0,4.25,5.0,5.0,5.0,0.0,0.0
Desconocido,EL GRAU,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""TV"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Washer""]",t,20/06/2025,17/07/2024,17/07/2024,Sin licencia,f,f,t,within a day,16/04/2013,1.11734e+18,5946580,39.46034845,-0.336159549,3.3,1.0,1.4,2.0,104.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,0,18,31,123,1.0,1.0,0.0,0.09,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,2.9,0.0,0.0
Desconocido,BETERO,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Clothing storage: closet"", ""Kitchen"", ""TV"", ""Wifi"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Washer"", ""Cooking basics""]",t,20/06/2025,16/07/2024,07/08/2024,Sin licencia,f,f,t,within a day,16/04/2013,1.11736e+18,5946580,39.46935697,-0.339002243,6.0,1.0,3.0,3.0,130.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,4,28,41,122,3.0,3.0,0.0,0.26,4.67,4.67,4.33,4.67,4.33,4.33,4.0,4.7,2.9,0.0,0.0
Desconocido,CAMI FONDO,CAMINS AL GRAU,Entire rental unit,Entire home/apt,2 baths,"[""Kitchen"", ""TV"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Washer""]",t,20/06/2025,31/07/2024,22/08/2024,Sin licencia,f,f,t,within a day,16/04/2013,1.11737e+18,5946580,39.46510542,-0.353686493,3.3,1.0,1.4,4.0,149.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,0,0,0,82,2.0,2.0,0.0,0.18,4.7,4.8,4.7,4.0,4.8,4.0,4.6,4.7,2.9,0.0,0.0
Desconocido,MESTALLA,EL PLA DEL REAL,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""TV"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Washer""]",t,20/06/2025,23/07/2024,12/08/2024,Sin licencia,f,f,t,within a day,16/04/2013,1.11737e+18,5946580,39.46581054,-0.358901166,3.3,1.0,1.4,4.0,130.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,14,29,32,113,2.0,2.0,0.0,0.18,4.0,4.5,3.5,5.0,4.5,5.0,4.5,4.7,2.9,0.0,0.0
Desconocido,EL SALER,POBLATS DEL SUD,Entire loft,Entire home/apt,1 bath,"[""Kitchen"", ""Indoor fireplace"", ""Dishes and silverware"", ""Hot water"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Carbon monoxide alarm"", ""Lake access"", ""Shampoo"", ""Private entrance"", ""Cooking basics"", ""Pets allowed"", ""Coffee maker: espresso machine"", ""Clothing storage: closet"", ""Fast wifi \u2013 553 Mbps"", ""Portable air conditioning"", ""Conditioner"", ""Iron"", ""Free parking on premises"", ""Pool"", ""Smoke alarm"", ""Beach access \u2013 Beachfront"", ""Free street parking"", ""TV"", ""Microwave"", ""Waterfront"", ""Single oven"", ""Host greets you"", ""Toaster"", ""Portable fans""]",t,20/06/2025,02/05/2024,04/04/2025,Sin licencia,f,f,t,within a few hours,21/03/2024,1.1174e+18,568244179,39.5,-0.32304056,4.0,1.0,2.0,4.0,80.0,10.0,31.0,1.0,10.0,31,31,9.9,31.0,0,15,45,225,14.0,12.0,0.0,1.01,4.5,4.57,4.43,4.79,4.93,4.64,4.43,1.0,1.0,0.0,0.0
Desconocido,NATZARET,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""Bed linens"", ""Heating"", ""Babysitter recommendations"", ""Hangers"", ""Hair dryer"", ""Fire extinguisher"", ""Mini fridge"", ""Stove"", ""Toaster"", ""Private entrance"", ""Lockbox"", ""Crib"", ""Self check-in"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Pets allowed"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Extra pillows and blankets"", ""High chair"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""TV"", ""Wifi"", ""Clothing storage"", ""Microwave"", ""First aid kit"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,31/03/2024,08/06/2025,VT-56863-V,t,f,t,within an hour,01/10/2021,1.11776e+18,425428991,39.45047958,-0.333143142,4.0,1.0,1.0,2.0,84.0,1.0,10.0,1.0,1.0,1125,1125,1.0,1125.0,24,51,70,248,42.0,32.0,4.0,2.82,4.5,4.6,4.74,4.74,4.71,4.02,4.29,20.0,2.9,0.0,0.0
Desconocido,NATZARET,POBLATS MARITIMS,Entire loft,Entire home/apt,1 bath,"[""Cleaning products"", ""High chair - available upon request"", ""Kitchen"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Babysitter recommendations"", ""Hangers"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Stove"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Private entrance"", ""Lockbox"", ""42 inch HDTV"", ""Crib"", ""Self check-in"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Pets allowed"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Shower gel"", ""Wifi"", ""Clothing storage"", ""Smoking allowed"", ""Microwave"", ""First aid kit"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,01/04/2024,09/06/2025,VT-56864-V,t,f,t,within an hour,01/10/2021,1.11777e+18,425428991,39.45054978,-0.33294408,4.0,1.0,0.0,2.0,83.0,1.0,10.0,1.0,1.0,1125,1125,1.0,1125.0,12,21,34,203,53.0,39.0,4.0,3.57,4.6,4.45,4.77,4.7,4.72,3.92,4.21,20.0,2.9,0.0,0.0
Desconocido,MORVEDRE,LA SAIDIA,Private room in rental unit,Private room,1 shared bath,"[""Lock on bedroom door"", ""Wifi"", ""Hot water""]",t,20/06/2025,21/04/2024,17/05/2025,Sin licencia,f,f,t,within a few hours,18/08/2022,1.11806e+18,475662665,39.48542839,-0.375016406,2.0,1.0,1.0,1.0,20.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,20,50,63,239,8.0,6.0,0.0,0.56,3.5,4.8,3.63,4.75,4.38,4.5,3.5,2.0,0.0,2.0,0.0
Desconocido,EL MERCAT,CIUTAT VELLA,Entire rental unit,Entire home/apt,1 bath,"[""HDTV with Netflix"", ""Exterior security cameras on property"", ""Kitchen"", ""Bidet"", ""Wine glasses"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Bed linens"", ""Heating"", ""Children's playroom"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Safe"", ""Bikes"", ""Coffee maker: Nespresso"", ""Room-darkening shades"", ""Freezer"", ""Books and reading material"", ""Extra pillows and blankets"", ""Elevator"", ""Paid parking on premises"", ""Iron"", ""Air conditioning"", ""Shower gel"", ""Wifi"", ""Long term stays allowed"", ""Clothing storage"", ""Single oven"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,Sin reseña,Sin reseña,Sin licencia,f,f,t,No especificado,22/11/2018,1.11809e+18,226998614,39.4727372,-0.3805882,6.0,1.0,3.0,5.0,138.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,28,58,88,269,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
Desconocido,AIORA,CAMINS AL GRAU,Entire loft,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Dishes and silverware"", ""Lg refrigerator"", ""Hot water"", ""Heating - split type ductless system"", ""Bed linens"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Toaster"", ""Private entrance"", ""Lockbox"", ""Laundromat nearby"", ""Crib"", ""Coffee maker: Nespresso"", ""Self check-in"", ""Room-darkening shades"", ""Cooking basics"", ""Pets allowed"", ""Cleaning available during stay"", ""Clothing storage: closet"", ""Dining table"", ""AC - split type ductless system"", ""Smoke alarm"", ""Free street parking"", ""55 inch HDTV"", ""Wifi"", ""Mosquito net"", ""Microwave"", ""First aid kit"", ""Bosch stainless steel single oven"", ""Drying rack for clothing""]",t,20/06/2025,31/03/2024,20/06/2025,VT-54710-V,t,t,t,within an hour,22/03/2024,1.11815e+18,568410222,39.46799864,-0.345522501,4.0,1.0,0.0,2.0,95.0,3.0,7.0,1.0,3.0,10,365,1.8,264.8,2,7,16,85,42.0,30.0,5.0,2.82,4.93,4.95,4.76,4.9,4.95,4.48,4.79,2.0,2.0,0.0,0.0
